missing_type	missing_rows_percentage	model	evaluation_metric	drop	drop_lower	drop_upper	mean	mean_lower	mean_upper	median	median_lower	median_upper	random	random_lower	random_upper	regression	regression_lower	regression_upper	stochastic	stochastic_lower	stochastic_upper	missing_cells_percentage
MCAR	0.44999999999999996	lin	ev	1.0	1.0	1.0	0.8340813605334633	0.8302847763523515	0.8372078178064576	0.8341041984114641	0.8304175664862026	0.8370761666132934	0.74740289772477	0.741233758819924	0.7553640536688231	0.7252744649329588	0.6983955966980511	0.7421250963865723	0.7240932286900057	0.6981207106182723	0.7412939170700241	0.22030000000000002
MCAR	0.44999999999999996	lin	mse	1.247992694170224e-29	2.7186929101227616e-30	3.5767249776944385e-29	0.16831221894789497	0.1640050369253567	0.1750866579902583	0.16828857995051694	0.16402224878716015	0.17495578032442116	0.25619147904741535	0.24837645699244942	0.2652404896930386	0.278545665005147	0.26434218672112314	0.2977910884195283	0.27974965552129544	0.2652502506550517	0.297943424578875	0.22030000000000002
MCAR	0.5499999999999999	lin	ev	1.0	1.0	1.0	0.8049451274995476	0.7951510437940623	0.8145664431681527	0.8049398403301536	0.7951122874630889	0.814490582394522	0.6986144685132339	0.6864527447619103	0.7089673394212876	0.6818437256590013	0.6620147376160067	0.706136545698134	0.6808068169584749	0.6609225365329834	0.7049049367503716	0.2686
MCAR	0.5499999999999999	lin	mse	8.341015380914744e-30	1.612040225347475e-30	1.681003607702534e-29	0.19795673574499656	0.18688193525795732	0.2104163049216099	0.19796099792200542	0.18695585564751976	0.21036634595042072	0.3057579582671967	0.2931776238914604	0.3176603965381849	0.3227706779487055	0.2985053977984967	0.3473545002159121	0.3238128197218987	0.29974432425212755	0.34795143257601846	0.2686
MCAR	0.65	lin	ev	1.0	1.0	1.0	0.7799340021004013	0.7672021077299868	0.7869004922471455	0.7799148070410271	0.7672263242254772	0.7869068515493292	0.6557429577245047	0.6383919520124213	0.6697192498860276	0.6410902127465684	0.6224243537966578	0.6611415741228845	0.6402326987720545	0.621546441112075	0.6593464120614366	0.3198
MCAR	0.65	lin	mse	1.0881988155856185e-29	2.116329769674828e-30	2.7724167084316116e-29	0.22322185415107496	0.2158069305978889	0.23169834700229597	0.2232405724040972	0.21576692267498288	0.23166213489210818	0.3491816653177112	0.3401771912051903	0.3619901719004728	0.36400625129159814	0.3449894746511183	0.38346514014971855	0.3648718411250826	0.3468773995566622	0.3843598752373825	0.3198
MCAR	0.75	lin	ev	1.0	1.0	1.0	0.7560355743838703	0.7446126334186949	0.7653705578137409	0.7560658621947647	0.7446851790725265	0.7652915868520183	0.6100644949581225	0.5894268293590494	0.6254261245781962	0.5923098897377621	0.5665247064369254	0.6148642078007908	0.5913951971692643	0.5657948365700323	0.6126066851753699	0.3682
MCAR	0.75	lin	mse	5.416179293181611e-30	2.5615051376871763e-30	1.0210153292903658e-29	0.2475019562290301	0.24166032116139272	0.254574188603852	0.24747207625021322	0.24164812020761953	0.2545026532772747	0.39545903635601937	0.38102575127817084	0.4098037474059558	0.4135516305639378	0.3870057964322342	0.4340755540471586	0.41447955503698264	0.38925899492556937	0.4354051241969541	0.3682
MCAR	0.85	lin	ev	1.0	1.0	1.0	0.7383281949574461	0.7329870959103817	0.7443506947845355	0.7382881794749407	0.7329646918946546	0.7443886653039873	0.5685372342129273	0.5549887557150206	0.5797706851358295	0.550494762594727	0.5307888102346348	0.5776168896008869	0.5496775506933201	0.5302673804418636	0.5757732517290453	0.41580000000000006
MCAR	0.85	lin	mse	7.023015016665974e-30	2.0572292508452767e-30	1.6511602546453353e-29	0.2656047137188782	0.2549445807414424	0.2742167677559117	0.2656454001227036	0.2549850521991135	0.27422075911228355	0.4379522501555731	0.41518199367679165	0.4563504763743824	0.45605617127067777	0.4321642609717984	0.4818275243956204	0.45688823532551953	0.4333240475842657	0.4821421507291359	0.41580000000000006
MCAR	0.95	lin	ev	1.0	1.0	1.0	0.7261739753845603	0.7198245884337188	0.7359067702029749	0.7261675292576234	0.7198805992603218	0.7358654745061797	0.5244558404738482	0.5185655070302668	0.530337983767486	0.49150008800547595	0.4756540926206787	0.5103726615789042	0.49141011792233613	0.4756025434659144	0.5102770272415588	0.46510000000000007
MCAR	0.95	lin	mse	6.4501076361275e-30	2.1363136581403134e-30	1.8027331805765946e-29	0.27777622004137353	0.264360993512195	0.28554693441858303	0.2777814572850317	0.2644292331421906	0.2856375956910303	0.4824331819048422	0.4680443864460734	0.49859480182409927	0.5158668581279688	0.4944847974448009	0.5305662753425735	0.515961575929241	0.49469733394393445	0.5306248034966448	0.46510000000000007
MNAR	0.05	lin	ev	1.0	1.0	1.0	0.97925597963487	0.9758748345449559	0.9834608479184768	0.9792679108912289	0.9758858032831863	0.9834441279060282	0.9636988668509867	0.959925368254649	0.9685529893964719	0.9385023738481107	0.9310813248409455	0.9499441909497625	0.9382909625146958	0.930853846364992	0.9494963450546012	0.024199999999999996
MNAR	0.05	lin	mse	1.0151721651447365e-29	3.957643329773556e-30	1.6740030227512856e-29	0.02103988510549522	0.01668780771901953	0.02445493248565362	0.021027847494373426	0.016704646951335417	0.02444383000314765	0.0368195251688669	0.03233521668870894	0.040734558970416376	0.06236121488286729	0.05050929100156942	0.06951272161347047	0.06257870944681995	0.05096469886641988	0.06974413275660085	0.024199999999999996
MNAR	0.15	lin	ev	1.0	1.0	1.0	0.9439596773867363	0.9396589150078337	0.9482548631085572	0.9440018693052469	0.9396883908748259	0.9482725556140223	0.9062084642725114	0.8953031733825234	0.9132345433816376	0.8794571401119218	0.8699308191764197	0.8876338205065641	0.8791963441338636	0.8689254540959722	0.8870488484999165	0.07319999999999999
MNAR	0.15	lin	mse	5.970750201811673e-30	3.1702820874973466e-30	9.994347910521535e-30	0.056828062568367886	0.05253814270543988	0.05986688849333996	0.05678508820782515	0.05252018717925664	0.05981363316477468	0.09507957289969361	0.08816511039562422	0.10352808046939117	0.12227946279761806	0.11495494087221383	0.13109684332891272	0.12253673478541524	0.1155490113466624	0.1315293988040463	0.07319999999999999
MNAR	0.25	lin	ev	1.0	1.0	1.0	0.9091897350765266	0.9035227978006732	0.9152056951947716	0.9092760897565733	0.9036606223516152	0.9151825192377702	0.8541926497387081	0.8479549230354686	0.8612343705462902	0.8292195630744544	0.8198688780311432	0.8397438827111743	0.8281974432029932	0.8191246682913731	0.8384277772468005	0.1226
MNAR	0.25	lin	mse	8.44760931116732e-30	2.2925367907137495e-30	2.130545357446086e-29	0.09211920337733291	0.08740287602108388	0.0986619791533587	0.09203197460526188	0.08738567229231275	0.0985203689527964	0.14789107116578476	0.14152923471278062	0.15358197433702442	0.1732550328190298	0.16367814565538835	0.1841269736947983	0.1742912779878836	0.16501420314763499	0.1849323048807826	0.1226
MNAR	0.35	lin	ev	1.0	1.0	1.0	0.8773987190088384	0.8717475485338206	0.8825106078000144	0.8774738218690276	0.8717424537072732	0.8826545735883434	0.8046927893470686	0.7946974302517447	0.8142181222274751	0.7800291875822072	0.7634194499120268	0.794570666723695	0.7792844658504066	0.7634355995403437	0.7935481980045002	0.17119999999999996
MNAR	0.35	lin	mse	1.271322316730475e-29	5.753346766085878e-30	1.9664646379213777e-29	0.12438722116003602	0.11592338649297027	0.13080276102031108	0.12431180276194478	0.11578219346628826	0.13072978211455588	0.19817102042272863	0.1856555692005764	0.20868932917500205	0.22297876915687903	0.21190817566802805	0.23366993606724024	0.22374216227711533	0.21295879124993813	0.2341778275925644	0.17119999999999996
MNAR	0.44999999999999996	lin	ev	1.0	1.0	1.0	0.8429248795405725	0.8363333739483434	0.8488106872079164	0.8431123885795632	0.8367617047371616	0.8487952482222325	0.7537989284894081	0.7428106831333616	0.7629195417565788	0.7381426939207936	0.7218613534283445	0.7548764709429385	0.7372936757447852	0.7216548520800681	0.7530720940262701	0.21940000000000004
MNAR	0.44999999999999996	lin	mse	6.214639783098145e-30	2.624560087188391e-30	1.5710702001112142e-29	0.1593922136232381	0.15471982331357903	0.16666330667573998	0.15920275334913425	0.15464536932315576	0.16630445956145157	0.2497718529404435	0.2431752647731235	0.26307676649521883	0.265679336393972	0.25219331369179054	0.2828318225632065	0.2665419984881942	0.2536158936072459	0.2830257304220072	0.21940000000000004
MNAR	0.5499999999999999	lin	ev	1.0	1.0	1.0	0.816968026309738	0.8109677137917422	0.8204236559120488	0.8171630961021489	0.8112204746866769	0.8205787158284378	0.7110526505909995	0.7000262326547368	0.7190251461737386	0.6912629152185847	0.6769921395323669	0.7096660342441415	0.6904933477357598	0.6766281135429346	0.7088106695876366	0.26870000000000005
MNAR	0.5499999999999999	lin	mse	5.832225563156409e-30	1.4664642591148114e-30	1.5482286804689135e-29	0.18569650175729185	0.179192227680442	0.19214330777105146	0.1854994355296936	0.17887328742792286	0.19197100087089164	0.2931431996661926	0.28532407197691234	0.30641129370232456	0.3131411879837357	0.29789686251839687	0.32986116252771	0.3139114144951118	0.29991870618891625	0.33022762844473125	0.26870000000000005
MNAR	0.65	lin	ev	1.0	1.0	1.0	0.788604331494055	0.7774359267755997	0.7995546480133477	0.7888442972567526	0.7779665207197777	0.7995779909936185	0.6615530998583571	0.6462019790600813	0.6740200008574921	0.6496711987345305	0.6297025440619636	0.6699909062256315	0.6487306526762475	0.6287216598959302	0.6684354051098187	0.3182
MNAR	0.65	lin	mse	7.312912114290356e-30	1.5539233462715247e-30	1.8140023950367703e-29	0.21445873247423325	0.20758779287091444	0.2260705777311866	0.21421539153254604	0.20754764806249162	0.22553204497410265	0.3432380264956356	0.33355962323944643	0.35205763846540106	0.35518925049492617	0.33727911617088846	0.36674567079218856	0.3561427916253073	0.33867428084930773	0.3673888488482684	0.3182
MNAR	0.75	lin	ev	1.0	1.0	1.0	0.7645158108264652	0.7567336337297592	0.7719363008036485	0.7648511044112267	0.7568631843436104	0.7725090909662988	0.6135805711557509	0.6033497299640809	0.6306888013526534	0.6149933658489672	0.5820448468898918	0.6456079247444237	0.6141268477551457	0.581903560373918	0.6435287483552226	0.36660000000000004
MNAR	0.75	lin	mse	1.2509738071992207e-29	1.8175099526155372e-30	4.7060627995572937e-29	0.2389395016616347	0.22937325336290157	0.24530746083846533	0.23860070506135536	0.22879675179010434	0.24498510187976388	0.39194482173301315	0.37958190379547996	0.4006882880603275	0.39035141915614646	0.3643816477912085	0.41831951281858915	0.3912356717544535	0.3665556647310136	0.41846287119445846	0.36660000000000004
MNAR	0.85	lin	ev	1.0	1.0	1.0	0.7445919472997	0.7308194053065913	0.7538166316678003	0.7451058546594049	0.7310114004402135	0.754424617385474	0.5721293499781133	0.5592048704817123	0.5826218658907982	0.5707736215939458	0.5444936005205488	0.6029138230026736	0.5704898284274272	0.5441801563299483	0.6026527730636504	0.4164999999999999
MNAR	0.85	lin	mse	4.1382713181831094e-30	1.9269929137626634e-30	7.648138197049212e-30	0.25908655696132277	0.24834948400651646	0.27042730778264124	0.25856096024156583	0.24799094619719014	0.27009637001227704	0.43399830326861355	0.42198320176025805	0.4466275703280559	0.4353460076246317	0.39983993192413203	0.4648505354196192	0.43563404570495806	0.4001139970439087	0.46480786114383754	0.4164999999999999
MNAR	0.95	lin	ev	1.0	1.0	1.0	0.7320666837967115	0.7242184847740631	0.7386503431085003	0.7325095199281303	0.72447670068326	0.7393077951535973	0.5215101854897981	0.512496700875104	0.5308597870472668	0.5133425041445205	0.4907471140917733	0.5298646008747849	0.5132715863245518	0.49070482547694283	0.5296252573132056	0.46530000000000005
MNAR	0.95	lin	mse	3.1378533719536237e-30	1.2837909882530142e-30	5.342042634084038e-30	0.27180254241669616	0.26222658052986575	0.2834008742455668	0.2713507028510889	0.2618735461543608	0.2831027831284482	0.48537453242049483	0.4690840487186714	0.49904692884753243	0.49368413441470443	0.4733507850370036	0.5199530521576777	0.4937558736254107	0.47331722942138765	0.5200186648216243	0.46530000000000005
